Variable Name	Variable Description	Data File Name	Data File Description	Begin Year	EndYear
URX14D	2,5-dichlorophenol (ug/L) result	PP_F	Pesticides - Environmental - Urine	2009	2010
URX14D	2,5-dichlorophenol (ug/L) result	PP_G	Pesticides - Environmental - Urine	2011	2012
URX1TB	2,4,5-trichlorophenol (ug/L) result	PP_D	Pesticides - Environmental - Urine	2005	2006
URX1TB	2,4,5-trichlorophenol (ug/L) result	L24PP_C	Pesticides - Environmental - Urine	2003	2004
URX1TB	2,4,5-trichlorophenol (ug/L) result	PP_E	Pesticides - Environmental - Urine	2007	2008
URX1TB	2,4,5-trichlorophenol (ug/L) result	PP_F	Pesticides - Environmental - Urine	2009	2010
URX3TB	2,4,6-trichlorophenol (ug/L) result	PP_D	Pesticides - Environmental - Urine	2005	2006
URX3TB	2,4,6-trichlorophenol (ug/L) result	L24PP_C	Pesticides - Environmental - Urine	2003	2004
URX3TB	2,4,6-trichlorophenol (ug/L) result	PP_E	Pesticides - Environmental - Urine	2007	2008
URX3TB	2,4,6-trichlorophenol (ug/L) result	PP_F	Pesticides - Environmental - Urine	2009	2010
URXDCB	2,4-dichlorophenol (ug/L) result	PP_D	Pesticides - Environmental - Urine	2005	2006
URXDCB	2,4-dichlorophenol (ug/L) result	L24PP_C	Pesticides - Environmental - Urine	2003	2004
URXDCB	2,4-dichlorophenol (ug/L) result	PP_E	Pesticides - Environmental - Urine	2007	2008
URXDCB	2,4-dichlorophenol (ug/L) result	PP_F	Pesticides - Environmental - Urine	2009	2010
URXDCB	2,4-dichlorophenol (ug/L) result	PP_G	Pesticides - Environmental - Urine	2011	2012
URXOPP	O-Phenyl phenol result	PP_D	Pesticides - Environmental - Urine	2005	2006
URXOPP	O-Phenyl phenol (ug/L) result	L24PP_C	Pesticides - Environmental - Urine	2003	2004
URXOPP	O-Phenyl phenol result	PP_E	Pesticides - Environmental - Urine	2007	2008
URXOPP	O-Phenyl phenol (ug/L) result	PP_F	Pesticides - Environmental - Urine	2009	2010
URXUCR	Urinary creatinine (mg/dL)	PP_D	Pesticides - Environmental - Urine	2005	2006
URXUCR	Creatinine, urine (mg/dL)	L24PP_C	Pesticides - Environmental - Urine	2003	2004
URXUCR	Urinary creatinine (mg/dL)	PP_E	Pesticides - Environmental - Urine	2007	2008
URXUCR	Urinary creatinine (mg/dL)	PP_F	Pesticides - Environmental - Urine	2009	2010
URXUCR	Urinary creatinine (mg/dL)	PP_G	Pesticides - Environmental - Urine	2011	2012
WTSA2YR	Subsample A weights	PP_G	Pesticides - Environmental - Urine	2011	2012
WTSB2YR	Environmental C 2 year weights	PP_D	Pesticides - Environmental - Urine	2005	2006
WTSB2YR	Environmental C 2 year weights	PP_E	Pesticides - Environmental - Urine	2007	2008
WTSB2YR	Environmental B 2 year weights	PP_F	Pesticides - Environmental - Urine	2009	2010
WTSC2YR	Environmental C 2 year weights	L24PP_C	Pesticides - Environmental - Urine	2003	2004
POOLID	Pool ID number	SSPST_B	Pesticides - Organochlorine Metabolites - Serum - Pooled Samples (Surplus)	2001	2002
RIANSMP	Number of samples included in Pool	SSPST_B	Pesticides - Organochlorine Metabolites - Serum - Pooled Samples (Surplus)	2001	2002
RIDAGGRP	Age Group	SSPST_B	Pesticides - Organochlorine Metabolites - Serum - Pooled Samples (Surplus)	2001	2002
SSBHC	B-HCCH	SSPST_B	Pesticides - Organochlorine Metabolites - Serum - Pooled Samples (Surplus)	2001	2002
SSGHC	G-HCCH	SSPST_B	Pesticides - Organochlorine Metabolites - Serum - Pooled Samples (Surplus)	2001	2002
SSHCB	HCB	SSPST_B	Pesticides - Organochlorine Metabolites - Serum - Pooled Samples (Surplus)	2001	2002
SSMIR	MIREX	SSPST_B	Pesticides - Organochlorine Metabolites - Serum - Pooled Samples (Surplus)	2001	2002
SSODT	OP-DDT	SSPST_B	Pesticides - Organochlorine Metabolites - Serum - Pooled Samples (Surplus)	2001	2002
SSOXY	OXYCHLOR	SSPST_B	Pesticides - Organochlorine Metabolites - Serum - Pooled Samples (Surplus)	2001	2002
SSPDE	PP-DDE7	SSPST_B	Pesticides - Organochlorine Metabolites - Serum - Pooled Samples (Surplus)	2001	2002
SSPDT	PP-DDT	SSPST_B	Pesticides - Organochlorine Metabolites - Serum - Pooled Samples (Surplus)	2001	2002
SSTNA	T-NONA	SSPST_B	Pesticides - Organochlorine Metabolites - Serum - Pooled Samples (Surplus)	2001	2002
LBXALD	Aldrin (ng/g)	L28OCP_C	Pesticides - Organochlorine Metabolites - Serum (Surplus)	2003	2004
LBXALDLA	Aldrin Lipid Adjusted (ng/g)	L28OCP_C	Pesticides - Organochlorine Metabolites - Serum (Surplus)	2003	2004
LBXBHC	Beta-hexachloro-cyclohexane (ng/g)	L28OCP_C	Pesticides - Organochlorine Metabolites - Serum (Surplus)	2003	2004
LBXBHCLA	Beta-hexachlorocyclohexane Lipid Adjusted (ng/g)	L28OCP_C	Pesticides - Organochlorine Metabolites - Serum (Surplus)	2003	2004
LBXDIE	Dieldrin (ng/g)	L28OCP_C	Pesticides - Organochlorine Metabolites - Serum (Surplus)	2003	2004
LBXDIELA	Dieldrin Lipid Adjusted (ng/g)	L28OCP_C	Pesticides - Organochlorine Metabolites - Serum (Surplus)	2003	2004
LBXEND	Endrin (ng/g)	L28OCP_C	Pesticides - Organochlorine Metabolites - Serum (Surplus)	2003	2004
LBXENDLA	Endrin Lipid Adjusted (ng/g)	L28OCP_C	Pesticides - Organochlorine Metabolites - Serum (Surplus)	2003	2004
LBXGHC	Gamma-hexachloro-cyclohexane (ng/g)	L28OCP_C	Pesticides - Organochlorine Metabolites - Serum (Surplus)	2003	2004
LBXGHCLA	Gamma-hexachlorocyclohexane Lipid Adjusted (ng/g)	L28OCP_C	Pesticides - Organochlorine Metabolites - Serum (Surplus)	2003	2004
LBXHCB	Hexachlorobenzene (ng/g)	L28OCP_C	Pesticides - Organochlorine Metabolites - Serum (Surplus)	2003	2004
LBXHCBLA	Hexachlorobenzene Lipid Adjusted (ng/g)	L28OCP_C	Pesticides - Organochlorine Metabolites - Serum (Surplus)	2003	2004
LBXHPE	Heptachlor Epoxide (ng/g)	L28OCP_C	Pesticides - Organochlorine Metabolites - Serum (Surplus)	2003	2004
LBXHPELA	Heptachlor Epoxide Lipid Adjusted (ng/g)	L28OCP_C	Pesticides - Organochlorine Metabolites - Serum (Surplus)	2003	2004
LBXMIR	Mirex (ng/g)	L28OCP_C	Pesticides - Organochlorine Metabolites - Serum (Surplus)	2003	2004
LBXMIRLA	Mirex Lipid Adjusted (ng/g)	L28OCP_C	Pesticides - Organochlorine Metabolites - Serum (Surplus)	2003	2004
LBXODT	opDDT (ng/g)	L28OCP_C	Pesticides - Organochlorine Metabolites - Serum (Surplus)	2003	2004
LBXODTLA	opDDT Lipid Adjusted (ng/g)	L28OCP_C	Pesticides - Organochlorine Metabolites - Serum (Surplus)	2003	2004
LBXOXY	Oxychlordane (ng/g)	L28OCP_C	Pesticides - Organochlorine Metabolites - Serum (Surplus)	2003	2004
LBXOXYLA	Oxychlordane Lipid Adjusted (ng/g)	L28OCP_C	Pesticides - Organochlorine Metabolites - Serum (Surplus)	2003	2004
LBXPDE	ppDDE (ng/g)	L28OCP_C	Pesticides - Organochlorine Metabolites - Serum (Surplus)	2003	2004
LBXPDELA	ppDDE Lipid Adjusted (ng/g)	L28OCP_C	Pesticides - Organochlorine Metabolites - Serum (Surplus)	2003	2004
LBXPDT	ppDDT (ng/g)	L28OCP_C	Pesticides - Organochlorine Metabolites - Serum (Surplus)	2003	2004
LBXPDTLA	ppDDT Lipid Adjusted (ng/g)	L28OCP_C	Pesticides - Organochlorine Metabolites - Serum (Surplus)	2003	2004
LBXTNA	Trans-nonachlor (ng/g)	L28OCP_C	Pesticides - Organochlorine Metabolites - Serum (Surplus)	2003	2004
LBXTNALA	Trans-nonachlor Lipid Adjusted (ng/g)	L28OCP_C	Pesticides - Organochlorine Metabolites - Serum (Surplus)	2003	2004
WTSB2YR	Two-year MEC weights of subsample B	L28OCP_C	Pesticides - Organochlorine Metabolites - Serum (Surplus)	2003	2004
ETHNICTY	Ethnicity - Recode	PSTPOL_D	Pesticides - Organochlorine Pesticides - Pooled Samples	2005	2006
ETHNICTY	Ethnicity - Recode	PSTPOL_E	Pesticides - Organochlorine Pesticides - Pooled Samples	2007	2008
LBCBHC	Beta-hexachlorocyclohexane (ng/g)	PSTPOL_D	Pesticides - Organochlorine Pesticides - Pooled Samples	2005	2006
LBCBHC	Beta-hexachlorocyclohexane (ng/g)	PSTPOL_E	Pesticides - Organochlorine Pesticides - Pooled Samples	2007	2008
LBCBHC	Beta-hexachlorocyclohexane (pg/g)	PSTPOL_F	Pesticides - Organochlorine Pesticides - Pooled Samples	2009	2010
LBCBHC	Beta-hexachlorocyclohexane (pg/g)	PSTPOL_G	Pesticides - Organochlorine Pesticides - Pooled Samples	2011	2012
LBCBHC	Beta-hexachlorocyclohexane (pg/g)	PSTPOL_I	Pesticides - Organochlorine Pesticides - Pooled Samples	2015	2016
LBCBHCLA	B-hexachlorocyclohexane Lipid Adj (ng/g)	PSTPOL_D	Pesticides - Organochlorine Pesticides - Pooled Samples	2005	2006
LBCBHCLA	B-hexachlorocyclohexane Lipid Adj (ng/g)	PSTPOL_E	Pesticides - Organochlorine Pesticides - Pooled Samples	2007	2008
LBCBHCLA	Beta-hexachlorocyclohexane Lipid Adjusted (ng/g)	PSTPOL_F	Pesticides - Organochlorine Pesticides - Pooled Samples	2009	2010
LBCBHCLA	Beta-hexachlorocyclohexane Lipid Adjusted (ng/g)	PSTPOL_G	Pesticides - Organochlorine Pesticides - Pooled Samples	2011	2012
LBCBHCLA	Beta-hexachlorocyclohexane Lipid Adjusted (ng/g)	PSTPOL_I	Pesticides - Organochlorine Pesticides - Pooled Samples	2015	2016
LBCGHC	Gamma-hexachlorocyclohexane (ng/g)	PSTPOL_D	Pesticides - Organochlorine Pesticides - Pooled Samples	2005	2006
LBCGHC	Gamma-hexachlorocyclohexane (ng/g)	PSTPOL_E	Pesticides - Organochlorine Pesticides - Pooled Samples	2007	2008
LBCGHC	Gamma-hexachlorocyclohexane (pg/g)	PSTPOL_F	Pesticides - Organochlorine Pesticides - Pooled Samples	2009	2010
LBCGHC	Gamma-hexachlorocyclohexane (pg/g)	PSTPOL_G	Pesticides - Organochlorine Pesticides - Pooled Samples	2011	2012
LBCGHCLA	G-hexachlorocyclohexane Lipid Adj (ng/g)	PSTPOL_D	Pesticides - Organochlorine Pesticides - Pooled Samples	2005	2006
LBCGHCLA	G-hexachlorocyclohexane Lipid Adj (ng/g)	PSTPOL_E	Pesticides - Organochlorine Pesticides - Pooled Samples	2007	2008
LBCGHCLA	Gamma-hexachlorocyclohexane Lipid Adjusted (ng/g)	PSTPOL_F	Pesticides - Organochlorine Pesticides - Pooled Samples	2009	2010
LBCGHCLA	Gamma-hexachlorocyclohexane Lipid Adjusted (ng/g)	PSTPOL_G	Pesticides - Organochlorine Pesticides - Pooled Samples	2011	2012
LBCHCB	Hexachlorobenzene (ng/g)	PSTPOL_D	Pesticides - Organochlorine Pesticides - Pooled Samples	2005	2006
LBCHCB	Hexachlorobenzene (ng/g)	PSTPOL_E	Pesticides - Organochlorine Pesticides - Pooled Samples	2007	2008
LBCHCB	Hexachlorobenzene (pg/g)	PSTPOL_F	Pesticides - Organochlorine Pesticides - Pooled Samples	2009	2010
LBCHCB	Hexachlorobenzene (pg/g)	PSTPOL_G	Pesticides - Organochlorine Pesticides - Pooled Samples	2011	2012
LBCHCB	Hexachlorobenzene (pg/g)	PSTPOL_I	Pesticides - Organochlorine Pesticides - Pooled Samples	2015	2016
LBCHCBLA	Hexachlorobenzene Lipid Adj (ng/g)	PSTPOL_D	Pesticides - Organochlorine Pesticides - Pooled Samples	2005	2006
LBCHCBLA	Hexachlorobenzene Lipid Adj (ng/g)	PSTPOL_E	Pesticides - Organochlorine Pesticides - Pooled Samples	2007	2008
LBCHCBLA	Hexachlorobenzene Lipid Adjusted (ng/g)	PSTPOL_F	Pesticides - Organochlorine Pesticides - Pooled Samples	2009	2010
LBCHCBLA	Hexachlorobenzene Lipid Adjusted (ng/g)	PSTPOL_G	Pesticides - Organochlorine Pesticides - Pooled Samples	2011	2012
LBCHCBLA	Hexachlorobenzene Lipid Adjusted (ng/g)	PSTPOL_I	Pesticides - Organochlorine Pesticides - Pooled Samples	2015	2016
LBCMIR	Mirex (ng/g)	PSTPOL_D	Pesticides - Organochlorine Pesticides - Pooled Samples	2005	2006
LBCMIR	Mirex (ng/g)	PSTPOL_E	Pesticides - Organochlorine Pesticides - Pooled Samples	2007	2008
LBCMIR	Mirex (pg/g)	PSTPOL_F	Pesticides - Organochlorine Pesticides - Pooled Samples	2009	2010
LBCMIR	Mirex (pg/g)	PSTPOL_G	Pesticides - Organochlorine Pesticides - Pooled Samples	2011	2012
LBCMIR	Mirex (pg/g)	PSTPOL_I	Pesticides - Organochlorine Pesticides - Pooled Samples	2015	2016
LBCMIRLA	Mirex Lipid Adj (ng/g)	PSTPOL_D	Pesticides - Organochlorine Pesticides - Pooled Samples	2005	2006
LBCMIRLA	Mirex Lipid Adj (ng/g)	PSTPOL_E	Pesticides - Organochlorine Pesticides - Pooled Samples	2007	2008
LBCMIRLA	Mirex Lipid Adjusted (ng/g)	PSTPOL_F	Pesticides - Organochlorine Pesticides - Pooled Samples	2009	2010
LBCMIRLA	Mirex Lipid Adjusted (ng/g)	PSTPOL_G	Pesticides - Organochlorine Pesticides - Pooled Samples	2011	2012
LBCMIRLA	Mirex Lipid Adjusted (ng/g)	PSTPOL_I	Pesticides - Organochlorine Pesticides - Pooled Samples	2015	2016
LBCODT	o,p'-DDT (ng/g)	PSTPOL_D	Pesticides - Organochlorine Pesticides - Pooled Samples	2005	2006
LBCODT	o,p'-DDT (ng/g)	PSTPOL_E	Pesticides - Organochlorine Pesticides - Pooled Samples	2007	2008
LBCODTLA	o,p'-DDT Lipid Adj (ng/g)	PSTPOL_D	Pesticides - Organochlorine Pesticides - Pooled Samples	2005	2006
LBCODTLA	o,p'-DDT Lipid Adj (ng/g)	PSTPOL_E	Pesticides - Organochlorine Pesticides - Pooled Samples	2007	2008
LBCOXY	Oxychlordane (ng/g)	PSTPOL_D	Pesticides - Organochlorine Pesticides - Pooled Samples	2005	2006
LBCOXY	Oxychlordane (ng/g)	PSTPOL_E	Pesticides - Organochlorine Pesticides - Pooled Samples	2007	2008
LBCOXY	Oxychlordane (pg/g)	PSTPOL_F	Pesticides - Organochlorine Pesticides - Pooled Samples	2009	2010
LBCOXY	Oxychlordane (pg/g)	PSTPOL_G	Pesticides - Organochlorine Pesticides - Pooled Samples	2011	2012
LBCOXY	Oxychlordane (pg/g)	PSTPOL_I	Pesticides - Organochlorine Pesticides - Pooled Samples	2015	2016
LBCOXYLA	Oxychlordane Lipid Adj (ng/g)	PSTPOL_D	Pesticides - Organochlorine Pesticides - Pooled Samples	2005	2006
LBCOXYLA	Oxychlordane Lipid Adj (ng/g)	PSTPOL_E	Pesticides - Organochlorine Pesticides - Pooled Samples	2007	2008
LBCOXYLA	Oxychlordane Lipid Adjusted (ng/g)	PSTPOL_F	Pesticides - Organochlorine Pesticides - Pooled Samples	2009	2010
LBCOXYLA	Oxychlordane Lipid Adjusted (ng/g)	PSTPOL_G	Pesticides - Organochlorine Pesticides - Pooled Samples	2011	2012
LBCOXYLA	Oxychlordane Lipid Adjusted (ng/g)	PSTPOL_I	Pesticides - Organochlorine Pesticides - Pooled Samples	2015	2016
LBCPDE	p,p'-DDE (ng/g)	PSTPOL_D	Pesticides - Organochlorine Pesticides - Pooled Samples	2005	2006
LBCPDE	p,p'-DDE (ng/g)	PSTPOL_E	Pesticides - Organochlorine Pesticides - Pooled Samples	2007	2008
LBCPDE	p,p'-dichlorodiphenyltrichloroethene (pg/g)	PSTPOL_F	Pesticides - Organochlorine Pesticides - Pooled Samples	2009	2010
LBCPDE	p,p'-dichlorodiphenyltrichloroethene (pg/g)	PSTPOL_G	Pesticides - Organochlorine Pesticides - Pooled Samples	2011	2012
LBCPDE	p,p'-dichlorodiphenyltrichloroethene (pg/g)	PSTPOL_I	Pesticides - Organochlorine Pesticides - Pooled Samples	2015	2016
LBCPDELA	p,p'-DDE Lipid Adj (ng/g)	PSTPOL_D	Pesticides - Organochlorine Pesticides - Pooled Samples	2005	2006
LBCPDELA	p,p'-DDE Lipid Adj (ng/g)	PSTPOL_E	Pesticides - Organochlorine Pesticides - Pooled Samples	2007	2008
LBCPDELA	p,p'-dichlorodiphenyltrichloroethene Lipid Adjusted (ng/g)	PSTPOL_F	Pesticides - Organochlorine Pesticides - Pooled Samples	2009	2010
LBCPDELA	p,p'-dichlorodiphenyltrichloroethene Lipid Adjusted (ng/g)	PSTPOL_G	Pesticides - Organochlorine Pesticides - Pooled Samples	2011	2012
LBCPDELA	p,p'-dichlorodiphenyltrichloroethene Lipid Adjusted (ng/g)	PSTPOL_I	Pesticides - Organochlorine Pesticides - Pooled Samples	2015	2016
LBCPDT	p,p'-DDT (ng/g)	PSTPOL_D	Pesticides - Organochlorine Pesticides - Pooled Samples	2005	2006
LBCPDT	p,p'-DDT (ng/g)	PSTPOL_E	Pesticides - Organochlorine Pesticides - Pooled Samples	2007	2008
LBCPDT	p,p'-dichlorodiphenyltrichlorethane (pg/g)	PSTPOL_F	Pesticides - Organochlorine Pesticides - Pooled Samples	2009	2010
LBCPDT	p,p'-dichlorodiphenyltrichlorethane (p/g)	PSTPOL_G	Pesticides - Organochlorine Pesticides - Pooled Samples	2011	2012
LBCPDT	p,p'-dichlorodiphenyltrichlorethane (pg/g)	PSTPOL_I	Pesticides - Organochlorine Pesticides - Pooled Samples	2015	2016
LBCPDTLA	p,p'-DDT Lipid Adj (ng/g)	PSTPOL_D	Pesticides - Organochlorine Pesticides - Pooled Samples	2005	2006
LBCPDTLA	p,p'-DDT Lipid Adj (ng/g)	PSTPOL_E	Pesticides - Organochlorine Pesticides - Pooled Samples	2007	2008
LBCPDTLA	p,p'-dichlorodiphenyltrichlorethane Lipid Adjusted (ng/g)	PSTPOL_F	Pesticides - Organochlorine Pesticides - Pooled Samples	2009	2010
LBCPDTLA	p,p'-dichlorodiphenyltrichlorethane Lipid Adjusted (ng/g)	PSTPOL_G	Pesticides - Organochlorine Pesticides - Pooled Samples	2011	2012
LBCPDTLA	p,p'-dichlorodiphenyltrichlorethane Lipid Adjusted (ng/g)	PSTPOL_I	Pesticides - Organochlorine Pesticides - Pooled Samples	2015	2016
LBCTNA	trans-Nonachlor (ng/g)	PSTPOL_D	Pesticides - Organochlorine Pesticides - Pooled Samples	2005	2006
LBCTNA	trans-Nonachlor (ng/g)	PSTPOL_E	Pesticides - Organochlorine Pesticides - Pooled Samples	2007	2008
LBCTNA	trans-Nonachlor (pg/g)	PSTPOL_F	Pesticides - Organochlorine Pesticides - Pooled Samples	2009	2010
LBCTNA	trans-Nonachlor (pg/g)	PSTPOL_G	Pesticides - Organochlorine Pesticides - Pooled Samples	2011	2012
LBCTNA	trans-Nonachlor (pg/g)	PSTPOL_I	Pesticides - Organochlorine Pesticides - Pooled Samples	2015	2016
LBCTNALA	trans-Nonachlor Lipid Adj (ng/g)	PSTPOL_D	Pesticides - Organochlorine Pesticides - Pooled Samples	2005	2006
LBCTNALA	trans-Nonachlor Lipid Adj (ng/g)	PSTPOL_E	Pesticides - Organochlorine Pesticides - Pooled Samples	2007	2008
LBCTNALA	trans-Nonachlor Lipid Adjusted (ng/g)	PSTPOL_F	Pesticides - Organochlorine Pesticides - Pooled Samples	2009	2010
LBCTNALA	trans-Nonachlor Lipid Adjusted (ng/g)	PSTPOL_G	Pesticides - Organochlorine Pesticides - Pooled Samples	2011	2012
LBCTNALA	trans-Nonachlor Lipid Adjusted (ng/g)	PSTPOL_I	Pesticides - Organochlorine Pesticides - Pooled Samples	2015	2016
RIANSMP	Number of samples in a pool	PSTPOL_D	Pesticides - Organochlorine Pesticides - Pooled Samples	2005	2006
RIANSMP	Number of samples in a pool	PSTPOL_E	Pesticides - Organochlorine Pesticides - Pooled Samples	2007	2008
RIANSMP	Number of samples in a pool	PSTPOL_F	Pesticides - Organochlorine Pesticides - Pooled Samples	2009	2010
RIANSMP	Number of samples in a pool	PSTPOL_G	Pesticides - Organochlorine Pesticides - Pooled Samples	2011	2012
RIANSMP	Number of samples in a pool	PSTPOL_I	Pesticides - Organochlorine Pesticides - Pooled Samples	2015	2016
RIDAGGRP	Age group	PSTPOL_D	Pesticides - Organochlorine Pesticides - Pooled Samples	2005	2006
RIDAGGRP	Age group	PSTPOL_E	Pesticides - Organochlorine Pesticides - Pooled Samples	2007	2008
RIDAGGRP	Age group	PSTPOL_F	Pesticides - Organochlorine Pesticides - Pooled Samples	2009	2010
RIDAGGRP	Age group	PSTPOL_G	Pesticides - Organochlorine Pesticides - Pooled Samples	2011	2012
RIDAGGRP	Age group	PSTPOL_I	Pesticides - Organochlorine Pesticides - Pooled Samples	2015	2016
RIDRETH1	Recode of reported race and Hispanic origin information	PSTPOL_F	Pesticides - Organochlorine Pesticides - Pooled Samples	2009	2010
RIDRETH3	Recode of reported race and Hispanic origin information	PSTPOL_G	Pesticides - Organochlorine Pesticides - Pooled Samples	2011	2012
RIDRETH3	Recode of reported race and Hispanic origin information	PSTPOL_I	Pesticides - Organochlorine Pesticides - Pooled Samples	2015	2016
SAMPLEID	Pool identification number	PSTPOL_D	Pesticides - Organochlorine Pesticides - Pooled Samples	2005	2006
SAMPLEID	Pool identification number	PSTPOL_E	Pesticides - Organochlorine Pesticides - Pooled Samples	2007	2008
SAMPLEID	Pool identification number	PSTPOL_F	Pesticides - Organochlorine Pesticides - Pooled Samples	2009	2010
SAMPLEID	Pool identification number	PSTPOL_G	Pesticides - Organochlorine Pesticides - Pooled Samples	2011	2012
SAMPLEID	Pool identification number	PSTPOL_I	Pesticides - Organochlorine Pesticides - Pooled Samples	2015	2016
WTBSMSMA	Adjust sum sampling weights in same pool	PSTPOL_I	Pesticides - Organochlorine Pesticides - Pooled Samples	2015	2016
WTSMSMPA	Adjust sum sampling weights in same pool	PSTPOL_D	Pesticides - Organochlorine Pesticides - Pooled Samples	2005	2006
WTSMSMPA	Adjust sum sampling weights in same pool	PSTPOL_E	Pesticides - Organochlorine Pesticides - Pooled Samples	2007	2008
WTSMSMPA	Adjust sum sampling weights in same pool	PSTPOL_F	Pesticides - Organochlorine Pesticides - Pooled Samples	2009	2010
WTSMSMPA	Adjust sum sampling weights in same pool	PSTPOL_G	Pesticides - Organochlorine Pesticides - Pooled Samples	2011	2012
LBCBHC	Beta-hexachlorocyclohexane (pg/g)	PSTPOL_H	Pesticides - Organochlorine Pesticides - Serum - Pooled Samples	2013	2014
LBCBHCLA	Beta-hexachlorocyclohexane Lipid Adjusted (ng/g)	PSTPOL_H	Pesticides - Organochlorine Pesticides - Serum - Pooled Samples	2013	2014
LBCHCB	Hexachlorobenzene (pg/g)	PSTPOL_H	Pesticides - Organochlorine Pesticides - Serum - Pooled Samples	2013	2014
LBCHCBLA	Hexachlorobenzene Lipid Adjusted (ng/g)	PSTPOL_H	Pesticides - Organochlorine Pesticides - Serum - Pooled Samples	2013	2014
LBCMIR	Mirex (pg/g)	PSTPOL_H	Pesticides - Organochlorine Pesticides - Serum - Pooled Samples	2013	2014
LBCMIRLA	Mirex Lipid Adjusted (ng/g)	PSTPOL_H	Pesticides - Organochlorine Pesticides - Serum - Pooled Samples	2013	2014
LBCOXY	Oxychlordane (pg/g)	PSTPOL_H	Pesticides - Organochlorine Pesticides - Serum - Pooled Samples	2013	2014
LBCOXYLA	Oxychlordane Lipid Adjusted (ng/g)	PSTPOL_H	Pesticides - Organochlorine Pesticides - Serum - Pooled Samples	2013	2014
LBCPDE	p,p'-dichlorodiphenyltrichloroethene (pg/g)	PSTPOL_H	Pesticides - Organochlorine Pesticides - Serum - Pooled Samples	2013	2014
LBCPDELA	p,p'-dichlorodiphenyltrichloroethene Lipid Adjusted (ng/g)	PSTPOL_H	Pesticides - Organochlorine Pesticides - Serum - Pooled Samples	2013	2014
LBCPDT	p,p'-dichlorodiphenyltrichlorethane (pg/g)	PSTPOL_H	Pesticides - Organochlorine Pesticides - Serum - Pooled Samples	2013	2014
LBCPDTLA	p,p'-dichlorodiphenyltrichlorethane Lipid Adjusted (ng/g)	PSTPOL_H	Pesticides - Organochlorine Pesticides - Serum - Pooled Samples	2013	2014
LBCTNA	trans-Nonachlor (pg/g)	PSTPOL_H	Pesticides - Organochlorine Pesticides - Serum - Pooled Samples	2013	2014
LBCTNALA	trans-Nonachlor Lipid Adjusted (ng/g)	PSTPOL_H	Pesticides - Organochlorine Pesticides - Serum - Pooled Samples	2013	2014
RIANSMP	Number of samples in a pool	PSTPOL_H	Pesticides - Organochlorine Pesticides - Serum - Pooled Samples	2013	2014
RIDAGGRP	Age group	PSTPOL_H	Pesticides - Organochlorine Pesticides - Serum - Pooled Samples	2013	2014
RIDRETH3	Recode of reported race and Hispanic origin information	PSTPOL_H	Pesticides - Organochlorine Pesticides - Serum - Pooled Samples	2013	2014
SAMPLEID	Pool identification number	PSTPOL_H	Pesticides - Organochlorine Pesticides - Serum - Pooled Samples	2013	2014
WTBSMSMA	Adjust sum sampling weights in same pool	PSTPOL_H	Pesticides - Organochlorine Pesticides - Serum - Pooled Samples	2013	2014
URXCNP	Mono(carboxynonyl) phthalate (ng/mL)	PHTHTE_D	Phthalates - Urine	2005	2006
URXCNP	Mono(carboxynonyl) Phthalate (ng/mL)	PHTHTE_E	Phthalates - Urine	2007	2008
URXCNP	Mono(carboxynonyl) Phthalate (ng/mL)	PHTHTE_F	Phthalates - Urine	2009	2010
URXCOP	Mono(carboxyoctyl) phthalate(ng/mL)	PHTHTE_D	Phthalates - Urine	2005	2006
URXCOP	Mono(carboxyoctyl) Phthalate (ng/mL)	PHTHTE_E	Phthalates - Urine	2007	2008
URXCOP	Mono(carboxyoctyl) Phthalate (ng/mL)	PHTHTE_F	Phthalates - Urine	2009	2010
URXECP	Mono-2-ethyl-5-carboxypentyl phthalate	PHTHTE_D	Phthalates - Urine	2005	2006
URXECP	Mono-2-ethyl-5-carboxypentyl phthalate	PHTHTE_E	Phthalates - Urine	2007	2008
URXECP	mono-2-ethyl-5-carboxypentyl phthalate (ng/mL)	L24PH_C	Phthalates - Urine	2003	2004
URXECP	Mono-2-ethyl-5-carboxypentyl phthalate	PHTHTE_F	Phthalates - Urine	2009	2010
URXMBP	Mono-n-butyl phthalate	PHTHTE_D	Phthalates - Urine	2005	2006
URXMBP	Mono-n-butyl phthalate (ng/mL)	PHTHTE_E	Phthalates - Urine	2007	2008
URXMBP	Mono-n-butyl phthalate (ng/mL)	L24PH_C	Phthalates - Urine	2003	2004
URXMBP	Mono-n-butyl phthalate (ng/mL)	PHTHTE_F	Phthalates - Urine	2009	2010
URXMC1	Mono-(3-carboxypropyl) phthalate	PHTHTE_D	Phthalates - Urine	2005	2006
URXMC1	Mono-(3-carboxypropyl) phthalate	PHTHTE_E	Phthalates - Urine	2007	2008
URXMC1	Mono-(3-carboxypropyl) phthalate (ng/mL)	L24PH_C	Phthalates - Urine	2003	2004
URXMC1	Mono-(3-carboxypropyl) phthalate	PHTHTE_F	Phthalates - Urine	2009	2010
URXMCP	Mono-cyclohexyl phthalate	PHTHTE_D	Phthalates - Urine	2005	2006
URXMCP	Mono-cyclohexyl phthalate (ng/mL)	PHTHTE_E	Phthalates - Urine	2007	2008
URXMCP	Mono-cyclohexyl phthalate (ng/mL)	L24PH_C	Phthalates - Urine	2003	2004
URXMCP	Mono-cyclohexyl phthalate (ng/mL)	PHTHTE_F	Phthalates - Urine	2009	2010
